respondent_id,xyz_vaccine,seasonal_vaccine
28163,0.18,0.41
28164,0.39,0.66
28165,0.1,0.17
28166,0.54,0.93
28167,0.13,0.23
28168,0.35,0.61
28169,0.03,0.06
28170,0.11,0.61
28171,0.25,0.46
28172,0.1,0.25
28173,0.01,0.04
28174,0.08,0.09
28175,0.1,0.63
28176,0.01,0.07
28177,0.14,0.3
28179,0.08,0.41
28180,0.18,0.3
28181,0.08,0.16
28182,0.06,0.41
28183,0.13,0.07
28185,0.29,0.31
28186,0.13,0.25
28187,0.23,0.42
28188,0.1,0.22
28189,0.08,0.17
28190,0.15,0.44
28191,0.04,0.07
28192,0.13,0.29
28193,0.06,0.88
28195,0.23,0.86
28196,0.8,0.92
28198,0.64,0.96
28199,0.21,0.65
28200,0.05,0.09
28201,0.04,0.26
28203,0.33,0.73
28204,0.07,0.07
28205,0.6,0.37
28207,0.39,0.74
28208,0.04,0.27
28209,0.33,0.5
28210,0.09,0.22
28211,0.82,0.55
28212,0.55,0.7
28213,0.54,0.78
28215,0.61,0.77
28216,0.15,0.2
28217,0.04,0.22
28218,0.57,0.67
28221,0.16,0.18
28222,0.23,0.86
28223,0.09,0.93
28224,0.24,0.09
28225,0.17,0.28
28226,0.09,0.25
28227,0.17,0.93
28229,0.78,0.89
28230,0.02,0.04
28231,0.48,0.83
28232,0.32,0.47
28233,0.19,0.46
28234,0.65,0.98
28235,0.07,0.47
28236,0.09,0.11
28238,0.12,0.83
28239,0.09,0.44
28240,0.42,0.1
28241,0.07,0.14
28242,0.34,0.39
28243,0.08,0.07
28244,0.09,0.6
28245,0.03,0.67
28246,0.04,0.1
28247,0.64,0.26
28248,0.18,0.47
28249,0.04,0.4
28250,0.22,0.84
28251,0.23,0.81
28252,0.1,0.26
28253,0.41,0.94
28254,0.17,0.16
28255,0.37,0.67
28256,0.83,0.63
28258,0.1,0.09
28260,0.3,0.44
28262,0.06,0.17
28264,0.24,0.57
28265,0.05,0.49
28266,0.01,0.04
28268,0.09,0.14
28270,0.19,0.83
28271,0.63,0.44
28272,0.11,0.44
28273,0.26,0.56
28276,0.25,0.81
28277,0.01,0.06
28279,0.71,0.95
28280,0.05,0.24
28282,0.04,0.12
28283,0.08,0.57
28284,0.75,0.45
28285,0.44,0.4
28286,0.07,0.2
28287,0.08,0.31
28290,0.08,0.06
28291,0.57,0.83
28292,0.05,0.36
28293,0.03,0.32
28294,0.52,0.84
28295,0.09,0.31
28296,0.4,0.55
28297,0.08,0.03
28298,0.1,0.55
28299,0.14,0.3
28300,0.03,0.13
28301,0.03,0.18
28303,0.93,0.96
28304,0.11,0.46
28305,0.03,0.21
28306,0.1,0.09
28308,0.42,0.97
28309,0.03,0.04
28311,0.12,0.77
28312,0.08,0.69
28313,0.04,0.26
28314,0.07,0.24
28315,0.75,0.94
28316,0.03,0.07
28317,0.09,0.16
28318,0.01,0.03
28319,0.05,0.32
28320,0.68,0.88
28321,0.22,0.98
28324,0.05,0.96
28325,0.05,0.77
28326,0.22,0.47
28327,0.63,0.79
28328,0.48,0.28
28329,0.17,0.79
28330,0.26,0.36
28331,0.08,0.22
28332,0.01,0.04
28333,0.19,0.41
28334,0.13,0.27
28335,0.04,0.11
28336,0.19,0.11
28338,0.11,0.21
28339,0.85,0.9
28340,0.19,0.33
28341,0.53,0.95
28342,0.28,0.27
28343,0.47,0.84
28344,0.08,0.62
28345,0.05,0.57
28346,0.17,0.68
28347,0.22,0.5
28349,0.01,0.03
28350,0.66,0.9
28351,0.08,0.45
28352,0.2,0.67
28353,0.35,0.75
28354,0.03,0.03
28355,0.3,0.23
28356,0.07,0.77
28357,0.04,0.12
28358,0.21,0.71
28359,0.07,0.96
28360,0.46,0.68
28361,0.21,0.34
28363,0.61,0.88
28364,0.75,0.92
28365,0.03,0.14
28368,0.51,0.88
28369,0.04,0.06
28370,0.17,0.51
28371,0.18,0.26
28372,0.03,0.08
28373,0.17,0.18
28374,0.06,0.16
28375,0.23,0.52
28376,0.1,0.52
28378,0.01,0.03
28380,0.18,0.34
28381,0.78,0.95
28383,0.03,0.16
28384,0.13,0.27
28385,0.65,0.92
28386,0.19,0.19
28387,0.1,0.86
28388,0.43,0.68
28389,0.04,0.1
28390,0.57,0.91
28391,0.14,0.44
28392,0.28,0.38
28393,0.07,0.96
28394,0.03,0.33
28395,0.02,0.85
28396,0.09,0.4
28397,0.22,0.57
28398,0.1,0.17
28399,0.83,0.93
28400,0.02,0.94
28402,0.26,0.38
28403,0.28,0.57
28404,0.08,0.81
28405,0.01,0.12
28406,0.09,0.31
28407,0.74,0.63
28408,0.14,0.92
28409,0.01,0.04
28410,0.65,0.84
28411,0.27,0.35
28412,0.81,0.85
28413,0.18,0.23
28414,0.94,0.98
28415,0.01,0.13
28416,0.04,0.51
28417,0.11,0.27
28418,0.76,0.78
28419,0.72,0.67
28420,0.67,0.82
28421,0.02,0.42
28422,0.19,0.41
28423,0.09,0.13
28424,0.55,0.17
28425,0.05,0.17
28427,0.64,0.42
28428,0.07,0.77
28429,0.28,0.04
28430,0.48,0.68
28431,0.78,0.9
28432,0.02,0.12
28433,0.45,0.55
28434,0.1,0.66
28435,0.23,0.91
28436,0.05,0.22
28437,0.08,0.41
28438,0.02,0.16
28439,0.09,0.15
28440,0.04,0.88
28441,0.74,0.9
28443,0.56,0.83
28444,0.36,0.61
28445,0.12,0.22
28446,0.07,0.43
28447,0.15,0.68
28450,0.07,0.33
28451,0.02,0.26
28455,0.67,0.79
28457,0.42,0.51
28458,0.08,0.49
28459,0.08,0.06
28460,0.08,0.06
28461,0.18,0.27
28462,0.03,0.17
28464,0.09,0.57
28465,0.48,0.41
28466,0.16,0.18
28467,0.37,0.55
28468,0.19,0.27
28469,0.13,0.29
28470,0.11,0.25
28472,0.1,0.26
28474,0.14,0.29
28475,0.63,0.68
28476,0.09,0.13
28478,0.19,0.57
28479,0.34,0.65
28480,0.09,0.4
28481,0.01,0.32
28483,0.05,0.64
28484,0.07,0.59
28486,0.11,0.18
28487,0.03,0.05
28488,0.19,0.59
28489,0.66,0.61
28490,0.04,0.41
28491,0.06,0.45
28492,0.11,0.56
28494,0.81,0.43
28495,0.02,0.08
28496,0.18,0.79
28497,0.04,0.32
28498,0.11,0.48
28499,0.1,0.66
28500,0.05,0.2
28501,0.2,0.53
28502,0.09,0.3
28503,0.42,0.76
28505,0.07,0.07
28506,0.81,0.95
28507,0.03,0.06
28508,0.63,0.69
28509,0.06,0.42
28510,0.44,0.74
28512,0.08,0.32
28513,0.25,0.57
28514,0.16,0.44
28516,0.22,0.52
28517,0.05,0.23
28519,0.16,0.34
28520,0.22,0.26
28521,0.19,0.73
28522,0.41,0.6
28524,0.34,0.31
28525,0.1,0.26
28526,0.17,0.24
28527,0.1,0.54
28530,0.14,0.76
28531,0.11,0.22
28532,0.07,0.19
28533,0.09,0.34
28534,0.07,0.13
28535,0.06,0.22
28538,0.74,0.87
28540,0.1,0.91
28541,0.48,0.68
28542,0.1,0.09
28543,0.19,0.4
28545,0.08,0.65
28546,0.21,0.37
28547,0.12,0.44
28548,0.02,0.28
28549,0.05,0.35
28550,0.07,0.46
28551,0.21,0.89
28552,0.27,0.62
28553,0.17,0.49
28554,0.14,0.33
28555,0.22,0.5
28557,0.11,0.86
28558,0.12,0.67
28559,0.03,0.05
28560,0.17,0.43
28561,0.66,0.96
28562,0.17,0.29
28563,0.08,0.21
28564,0.1,0.27
28565,0.12,0.5
28566,0.14,0.47
28567,0.07,0.21
28569,0.36,0.74
28570,0.03,0.12
28573,0.5,0.9
28574,0.18,0.34
28575,0.45,0.85
28576,0.18,0.19
28577,0.05,0.94
28579,0.11,0.58
28580,0.22,0.33
28581,0.05,0.24
28582,0.17,0.36
28583,0.13,0.52
28584,0.13,0.71
28585,0.16,0.76
28587,0.34,0.78
28588,0.1,0.2
28589,0.75,0.96
28590,0.03,0.12
28591,0.68,0.95
28592,0.93,0.96
28593,0.24,0.86
28594,0.09,0.17
28596,0.08,0.31
28597,0.1,0.59
28599,0.09,0.31
28600,0.03,0.36
28601,0.19,0.61
28602,0.37,0.56
28603,0.16,0.44
28604,0.46,0.46
28605,0.03,0.1
28606,0.13,0.26
28607,0.03,0.03
28609,0.31,0.62
28610,0.38,0.11
28611,0.07,0.19
28613,0.14,0.34
28614,0.07,0.28
28616,0.09,0.44
28617,0.1,0.25
28618,0.21,0.06
28619,0.36,0.65
28621,0.07,0.8
28622,0.84,0.94
28623,0.25,0.5
28624,0.06,0.52
28625,0.29,0.38
28626,0.09,0.68
28628,0.21,0.5
28629,0.02,0.03
28630,0.77,0.91
28631,0.03,0.38
28632,0.11,0.39
28633,0.31,0.54
28634,0.42,0.26
28635,0.16,0.88
28636,0.06,0.47
28637,0.58,0.7
28638,0.07,0.26
28639,0.12,0.81
28641,0.06,0.48
28642,0.23,0.51
28643,0.02,0.42
28644,0.15,0.32
28645,0.09,0.51
28646,0.25,0.34
28647,0.02,0.21
28648,0.05,0.19
28649,0.62,0.47
28650,0.17,0.39
28651,0.56,0.76
28652,0.08,0.05
28653,0.1,0.49
28654,0.11,0.68
28655,0.16,0.59
28656,0.75,0.96
28657,0.03,0.03
28658,0.74,0.95
28659,0.03,0.03
28660,0.64,0.33
28661,0.2,0.33
28662,0.09,0.22
28663,0.18,0.4
28665,0.18,0.26
28666,0.1,0.06
28667,0.23,0.33
28668,0.25,0.3
28669,0.32,0.84
28670,0.22,0.22
28671,0.15,0.36
28672,0.03,0.67
28673,0.09,0.33
28674,0.11,0.29
28675,0.37,0.94
28676,0.06,0.68
28677,0.12,0.93
28678,0.04,0.27
28679,0.06,0.72
28680,0.11,0.5
28681,0.16,0.94
28682,0.59,0.9
28683,0.13,0.37
28684,0.02,0.09
28685,0.03,0.06
28686,0.2,0.74
28687,0.04,0.16
28688,0.18,0.8
28689,0.49,0.79
28690,0.1,0.6
28691,0.41,0.8
28692,0.09,0.94
28693,0.04,0.67
28694,0.17,0.4
28695,0.22,0.29
28696,0.06,0.49
28698,0.86,0.92
28699,0.08,0.17
28700,0.18,0.78
28701,0.19,0.22
28703,0.18,0.6
28704,0.12,0.72
28705,0.14,0.75
28706,0.11,0.17
28707,0.02,0.08
28708,0.23,0.24
28709,0.04,0.03
28710,0.7,0.93
28711,0.39,0.87
28712,0.09,0.54
28713,0.21,0.47
28714,0.55,0.72
28715,0.42,0.75
28716,0.04,0.13
28717,0.1,0.47
28718,0.04,0.14
28719,0.07,0.03
28720,0.11,0.1
28721,0.09,0.22
28722,0.1,0.68
28723,0.03,0.69
28725,0.29,0.8
28726,0.13,0.3
28727,0.14,0.29
28728,0.18,0.18
28730,0.38,0.66
28731,0.09,0.59
28732,0.08,0.21
28734,0.13,0.4
28735,0.12,0.26
28736,0.19,0.25
28737,0.18,0.66
28738,0.07,0.76
28739,0.5,0.88
28740,0.11,0.58
28741,0.02,0.22
28742,0.11,0.03
28743,0.12,0.26
28744,0.06,0.86
28745,0.11,0.91
28746,0.29,0.16
28747,0.12,0.79
28748,0.72,0.91
28749,0.06,0.46
28750,0.13,0.42
28751,0.17,0.61
28752,0.38,0.27
28753,0.29,0.18
28754,0.6,0.54
28755,0.11,0.46
28756,0.11,0.39
28757,0.11,0.3
28758,0.01,0.16
28759,0.05,0.3
28760,0.05,0.17
28761,0.18,0.27
28762,0.26,0.62
28763,0.19,0.31
28764,0.35,0.44
28765,0.14,0.67
28766,0.19,0.77
28768,0.07,0.15
28769,0.24,0.45
28770,0.24,0.57
28771,0.22,0.79
28772,0.07,0.27
28773,0.16,0.41
28774,0.79,0.88
28775,0.06,0.45
28776,0.1,0.4
28777,0.04,0.32
28778,0.16,0.25
28779,0.58,0.94
28780,0.09,0.08
28781,0.15,0.66
28782,0.11,0.86
28784,0.12,0.37
28785,0.12,0.28
28786,0.07,0.31
28787,0.14,0.16
28788,0.03,0.01
28789,0.51,0.44
28790,0.31,0.48
28791,0.87,0.94
28792,0.39,0.67
28793,0.35,0.83
28794,0.07,0.03
28795,0.22,0.36
28796,0.02,0.03
28797,0.45,0.74
28798,0.1,0.68
28800,0.18,0.24
28801,0.1,0.16
28802,0.23,0.04
28803,0.05,0.71
28804,0.09,0.8
28805,0.04,0.12
28806,0.45,0.74
28808,0.07,0.2
28809,0.03,0.95
28812,0.1,0.28
28813,0.14,0.41
28815,0.19,0.22
28816,0.06,0.11
28819,0.06,0.66
28820,0.07,0.07
28821,0.11,0.23
28822,0.12,0.19
28823,0.14,0.74
28824,0.65,0.94
28825,0.07,0.14
28826,0.22,0.3
28827,0.76,0.89
28828,0.12,0.16
28829,0.14,0.27
28830,0.09,0.53
28831,0.11,0.22
28832,0.11,0.32
28833,0.06,0.28
28834,0.53,0.8
28835,0.15,0.52
28836,0.02,0.7
28837,0.8,0.89
28838,0.37,0.83
28839,0.46,0.79
28840,0.04,0.44
28841,0.13,0.4
28842,0.3,0.1
28843,0.16,0.82
28844,0.08,0.26
28845,0.12,0.24
28846,0.42,0.71
28847,0.08,0.36
28848,0.2,0.37
28849,0.1,0.39
28850,0.04,0.1
28852,0.39,0.68
28853,0.07,0.22
28854,0.1,0.95
28855,0.2,0.26
28856,0.01,0.28
28857,0.05,0.37
28858,0.1,0.71
28859,0.07,0.26
28860,0.18,0.42
28861,0.48,0.75
28862,0.31,0.89
28863,0.21,0.91
28864,0.55,0.52
28865,0.15,0.89
28866,0.37,0.51
28867,0.14,0.39
28868,0.11,0.09
28869,0.1,0.26
28871,0.08,0.07
28872,0.06,0.53
28873,0.03,0.04
28874,0.08,0.8
28875,0.18,0.68
28876,0.19,0.62
28877,0.03,0.11
28878,0.1,0.21
28880,0.44,0.67
28881,0.21,0.15
28882,0.42,0.87
28883,0.57,0.66
28884,0.41,0.09
28886,0.13,0.21
28887,0.04,0.11
28888,0.08,0.29
28889,0.1,0.17
28890,0.09,0.48
28891,0.08,0.18
28892,0.13,0.22
28893,0.14,0.54
28894,0.1,0.09
28895,0.1,0.26
28896,0.06,0.16
28897,0.58,0.94
28898,0.01,0.21
28900,0.32,0.45
28901,0.07,0.86
28902,0.25,0.37
28903,0.11,0.18
28905,0.25,0.87
28906,0.04,0.77
28907,0.01,0.03
28908,0.64,0.81
28909,0.6,0.89
28910,0.09,0.47
28911,0.09,0.27
28912,0.05,0.77
28913,0.21,0.37
28914,0.18,0.8
28915,0.08,0.05
28916,0.12,0.77
28917,0.12,0.61
28918,0.72,0.87
28919,0.15,0.48
28920,0.53,0.8
28921,0.14,0.64
28922,0.28,0.59
28923,0.49,0.78
28924,0.03,0.95
28925,0.39,0.42
28926,0.15,0.12
28928,0.66,0.93
28929,0.02,0.29
28930,0.11,0.08
28931,0.18,0.55
28932,0.72,0.07
28933,0.04,0.19
28934,0.34,0.41
28935,0.31,0.32
28938,0.02,0.31
28939,0.09,0.23
28940,0.54,0.62
28941,0.06,0.92
28943,0.34,0.62
28944,0.06,0.4
28945,0.07,0.3
28946,0.32,0.09
28947,0.05,0.16
28948,0.21,0.89
28949,0.11,0.39
28950,0.11,0.9
28951,0.15,0.26
28952,0.01,0.5
28953,0.12,0.71
28955,0.05,0.58
28957,0.06,0.16
28958,0.13,0.35
28959,0.05,0.29
28960,0.17,0.57
28961,0.22,0.26
28962,0.26,0.19
28963,0.01,0.35
28964,0.04,0.61
28965,0.53,0.12
28966,0.08,0.05
28967,0.51,0.81
28968,0.3,0.51
28969,0.07,0.48
28970,0.05,0.08
28971,0.2,0.71
28972,0.09,0.52
28974,0.07,0.18
28975,0.03,0.1
28976,0.13,0.66
28977,0.17,0.33
28978,0.02,0.46
28979,0.33,0.96
28980,0.13,0.35
28981,0.48,0.92
28982,0.19,0.27
28983,0.01,0.09
28984,0.48,0.88
28985,0.36,0.41
28986,0.48,0.41
28987,0.03,0.11
28988,0.71,0.77
28989,0.28,0.92
28990,0.24,0.34
28992,0.08,0.18
28993,0.13,0.37
28994,0.24,0.32
28996,0.28,0.67
28997,0.14,0.25
28998,0.4,0.89
28999,0.22,0.34
29000,0.76,0.88
29002,0.14,0.29
29003,0.75,0.95
29004,0.52,0.66
29005,0.18,0.84
29006,0.1,0.26
29007,0.2,0.88
29008,0.22,0.31
29009,0.09,0.53
29010,0.1,0.4
29011,0.09,0.17
29012,0.35,0.64
29013,0.07,0.32
29014,0.27,0.55
29015,0.11,0.26
29016,0.11,0.57
29017,0.09,0.88
29019,0.14,0.55
29020,0.22,0.52
29021,0.56,0.69
29022,0.3,0.43
29023,0.69,0.79
29024,0.36,0.58
29025,0.03,0.23
29026,0.52,0.61
29027,0.68,0.95
29028,0.17,0.15
29030,0.06,0.3
29031,0.04,0.12
29032,0.74,0.94
29035,0.05,0.33
29036,0.03,0.44
29037,0.11,0.71
29038,0.05,0.05
29039,0.33,0.57
29041,0.37,0.52
29042,0.21,0.02
29043,0.06,0.36
29044,0.8,0.91
29045,0.19,0.35
29046,0.09,0.32
29047,0.16,0.3
29048,0.61,0.75
29049,0.68,0.84
29050,0.04,0.58
29051,0.65,0.6
29052,0.09,0.1
29054,0.09,0.22
29055,0.18,0.92
29056,0.08,0.62
29057,0.15,0.9
29058,0.01,0.04
29059,0.04,0.41
29060,0.19,0.59
29061,0.11,0.39
29062,0.26,0.45
29063,0.73,0.87
29064,0.93,0.98
29065,0.29,0.52
29066,0.22,0.86
29067,0.82,0.91
29068,0.01,0.13
29069,0.08,0.85
29071,0.48,0.62
29072,0.11,0.47
29074,0.56,0.9
29076,0.52,0.63
29077,0.15,0.92
29078,0.08,0.25
29079,0.71,0.65
29080,0.06,0.5
29082,0.05,0.07
29083,0.09,0.15
29084,0.39,0.61
29085,0.21,0.75
29086,0.79,0.8
29087,0.21,0.09
29088,0.08,0.25
29089,0.01,0.02
29090,0.04,0.64
29091,0.29,0.95
29092,0.17,0.21
29093,0.58,0.75
29094,0.01,0.02
29095,0.08,0.57
29096,0.3,0.48
29097,0.07,0.22
29098,0.41,0.91
29100,0.38,0.59
29101,0.26,0.44
29102,0.17,0.71
29103,0.53,0.61
29104,0.07,0.38
29105,0.36,0.71
29106,0.11,0.71
29107,0.08,0.28
29108,0.37,0.56
29109,0.05,0.5
29110,0.04,0.12
29111,0.75,0.91
29112,0.47,0.86
29115,0.08,0.51
29116,0.27,0.6
29117,0.4,0.17
29118,0.38,0.76
29119,0.93,0.97
29120,0.09,0.17
29122,0.38,0.94
29123,0.04,0.25
29125,0.02,0.37
29126,0.75,0.09
29127,0.61,0.75
29128,0.1,0.57
29129,0.01,0.03
29130,0.16,0.67
29132,0.71,0.45
29133,0.21,0.42
29134,0.11,0.11
29135,0.15,0.67
29136,0.12,0.35
29138,0.1,0.17
29139,0.04,0.06
29140,0.09,0.26
29141,0.13,0.07
29142,0.35,0.44
29143,0.11,0.3
29144,0.77,0.92
29145,0.7,0.69
29149,0.12,0.52
29151,0.09,0.31
29152,0.28,0.5
29153,0.08,0.18
29154,0.2,0.48
29155,0.14,0.7
29156,0.09,0.31
29157,0.02,0.07
29158,0.07,0.78
29159,0.28,0.61
29160,0.02,0.03
29161,0.65,0.76
29162,0.1,0.32
29163,0.05,0.11
29164,0.06,0.21
29165,0.79,0.97
29167,0.09,0.04
29168,0.17,0.32
29169,0.74,0.77
29170,0.08,0.81
29171,0.23,0.64
29172,0.05,0.33
29173,0.01,0.13
29174,0.34,0.08
29175,0.31,0.53
29176,0.19,0.41
29177,0.41,0.46
29178,0.27,0.44
29179,0.01,0.14
29180,0.03,0.76
29181,0.22,0.4
29183,0.35,0.41
29184,0.06,0.16
29185,0.39,0.56
29186,0.11,0.68
29188,0.11,0.34
29189,0.07,0.21
29191,0.08,0.14
29192,0.17,0.17
29193,0.21,0.38
29194,0.02,0.04
29195,0.18,0.87
29196,0.03,0.04
29197,0.05,0.23
29198,0.19,0.43
29200,0.78,0.54
29201,0.14,0.09
29202,0.37,0.4
29203,0.06,0.5
29205,0.03,0.81
29207,0.24,0.4
29208,0.21,0.91
29209,0.11,0.28
29210,0.07,0.03
29211,0.42,0.51
29212,0.01,0.03
29213,0.07,0.22
29214,0.2,0.61
29215,0.14,0.27
29216,0.53,0.65
29217,0.15,0.25
29218,0.72,0.77
29219,0.04,0.04
29220,0.08,0.69
29221,0.65,0.96
29222,0.04,0.06
29223,0.09,0.21
29224,0.92,0.54
29225,0.05,0.86
29226,0.26,0.42
29227,0.21,0.42
29228,0.45,0.67
29229,0.13,0.26
29230,0.63,0.41
29231,0.05,0.14
29232,0.24,0.37
29233,0.04,0.2
29234,0.01,0.03
29235,0.37,0.63
29236,0.8,0.89
29237,0.17,0.62
29238,0.6,0.9
29239,0.09,0.22
29240,0.16,0.53
29241,0.1,0.09
29242,0.18,0.86
29243,0.27,0.48
29244,0.92,0.96
29245,0.15,0.29
29246,0.05,0.62
29247,0.14,0.68
29248,0.14,0.03
29249,0.44,0.68
29252,0.44,0.59
29253,0.12,0.1
29254,0.39,0.67
29255,0.06,0.08
29256,0.2,0.39
29260,0.88,0.79
29261,0.11,0.9
29262,0.4,0.42
29263,0.09,0.24
29264,0.6,0.84
29265,0.04,0.14
29267,0.48,0.83
29268,0.49,0.17
29270,0.1,0.34
29271,0.19,0.59
29273,0.03,0.04
29274,0.04,0.94
29276,0.07,0.32
29277,0.37,0.62
29278,0.09,0.03
29279,0.1,0.25
29280,0.18,0.71
29281,0.01,0.33
29282,0.22,0.87
29283,0.24,0.82
29284,0.02,0.29
29285,0.08,0.69
29286,0.05,0.12
29287,0.13,0.28
29288,0.18,0.74
29289,0.57,0.93
29290,0.02,0.04
29291,0.05,0.3
29292,0.59,0.83
29293,0.01,0.31
29294,0.22,0.31
29295,0.58,0.91
29296,0.23,0.45
29297,0.24,0.47
29298,0.04,0.54
29299,0.22,0.74
29300,0.01,0.11
29301,0.04,0.1
29302,0.36,0.72
29303,0.52,0.73
29304,0.07,0.15
29305,0.17,0.26
29306,0.17,0.43
29308,0.6,0.58
29309,0.27,0.57
29310,0.11,0.94
29311,0.09,0.3
29313,0.8,0.82
29314,0.04,0.13
29315,0.08,0.18
29316,0.09,0.18
29317,0.04,0.39
29318,0.35,0.65
29319,0.02,0.31
29320,0.12,0.66
29321,0.24,0.42
29323,0.02,0.06
29324,0.53,0.76
29325,0.76,0.96
29326,0.17,0.56
29327,0.23,0.33
29328,0.22,0.45
29329,0.32,0.65
29332,0.05,0.25
29334,0.23,0.17
29335,0.01,0.06
29336,0.11,0.46
29337,0.12,0.21
29338,0.08,0.25
29339,0.07,0.18
29340,0.09,0.61
29342,0.05,0.89
29344,0.01,0.04
29345,0.22,0.47
29346,0.04,0.02
29347,0.67,0.85
29348,0.56,0.73
29349,0.02,0.29
29350,0.07,0.1
29351,0.13,0.23
29352,0.2,0.66
29353,0.1,0.1
29355,0.07,0.22
29357,0.61,0.91
29358,0.71,0.92
29359,0.06,0.06
29360,0.06,0.17
29362,0.06,0.6
29364,0.22,0.66
29365,0.39,0.46
29366,0.01,0.06
29367,0.07,0.1
29368,0.07,0.13
29369,0.11,0.38
29371,0.63,0.91
29372,0.15,0.83
29373,0.42,0.47
29374,0.27,0.27
29375,0.63,0.85
29376,0.1,0.4
29378,0.23,0.03
29379,0.33,0.67
29380,0.09,0.51
29381,0.46,0.81
29383,0.76,0.87
29384,0.46,0.76
29385,0.59,0.88
29387,0.12,0.66
29388,0.02,0.55
29389,0.02,0.02
29390,0.09,0.92
29391,0.12,0.37
29392,0.43,0.83
29393,0.93,0.97
29394,0.03,0.75
29396,0.09,0.23
29398,0.06,0.8
29399,0.11,0.11
29400,0.07,0.09
29401,0.42,0.78
29402,0.21,0.52
29403,0.22,0.23
29404,0.2,0.33
29405,0.11,0.21
29407,0.64,0.69
29408,0.04,0.45
29409,0.84,0.86
29412,0.2,0.89
29414,0.14,0.63
29415,0.6,0.64
29417,0.13,0.78
29418,0.84,0.9
29419,0.93,0.96
29420,0.02,0.21
29421,0.5,0.15
29423,0.36,0.57
29424,0.77,0.29
29426,0.87,0.92
29427,0.45,0.95
29428,0.14,0.22
29429,0.04,0.88
29430,0.04,0.76
29431,0.12,0.67
29432,0.18,0.85
29433,0.4,0.75
29434,0.14,0.16
29436,0.08,0.16
29437,0.63,0.9
29439,0.12,0.15
29441,0.11,0.41
29442,0.81,0.87
29443,0.12,0.1
29444,0.77,0.88
29445,0.14,0.71
29447,0.27,0.49
29448,0.02,0.04
29449,0.1,0.19
29450,0.06,0.96
29451,0.14,0.58
29452,0.22,0.52
29453,0.05,0.84
29454,0.09,0.19
29455,0.13,0.51
29457,0.11,0.22
29458,0.05,0.17
29460,0.59,0.84
29461,0.07,0.06
29462,0.03,0.07
29463,0.46,0.93
29464,0.36,0.7
29465,0.03,0.68
29466,0.06,0.88
29468,0.04,0.3
29469,0.2,0.71
29470,0.05,0.34
29471,0.65,0.84
29472,0.04,0.08
29473,0.04,0.44
29474,0.14,0.23
29475,0.68,0.89
29476,0.02,0.61
29477,0.02,0.18
29478,0.1,0.25
29479,0.08,0.39
29480,0.19,0.64
29481,0.12,0.72
29482,0.44,0.59
29483,0.04,0.5
29484,0.56,0.37
29485,0.31,0.79
29486,0.56,0.71
29487,0.08,0.22
29488,0.49,0.67
29490,0.13,0.92
29491,0.28,0.59
29492,0.78,0.94
29493,0.01,0.04
29494,0.09,0.8
29496,0.06,0.03
29497,0.03,0.07
29498,0.76,0.86
29499,0.08,0.22
29500,0.25,0.82
29501,0.01,0.02
29502,0.36,0.92
29503,0.15,0.56
29504,0.88,0.74
29506,0.09,0.25
29507,0.02,0.55
29508,0.28,0.29
29509,0.04,0.41
29510,0.26,0.7
29511,0.31,0.37
29512,0.2,0.5
29513,0.2,0.22
29514,0.18,0.25
29516,0.2,0.76
29517,0.12,0.48
29518,0.08,0.72
29519,0.06,0.03
29520,0.05,0.08
29522,0.08,0.57
29524,0.1,0.26
29526,0.04,0.56
29527,0.21,0.26
29528,0.55,0.62
29529,0.72,0.93
29530,0.34,0.6
29531,0.07,0.4
29532,0.05,0.09
29534,0.13,0.27
29535,0.09,0.26
29537,0.34,0.83
29538,0.2,0.11
29540,0.09,0.33
29541,0.18,0.82
29542,0.1,0.22
29543,0.05,0.24
29544,0.72,0.8
29545,0.31,0.78
29546,0.43,0.75
29547,0.15,0.22
29548,0.08,0.09
29549,0.08,0.39
29550,0.01,0.18
29551,0.08,0.13
29552,0.32,0.9
29553,0.37,0.52
29554,0.28,0.61
29556,0.3,0.7
29557,0.21,0.34
29558,0.16,0.94
29559,0.14,0.28
29560,0.18,0.36
29561,0.02,0.06
29562,0.33,0.1
29563,0.15,0.32
29564,0.36,0.72
29566,0.25,0.16
29567,0.2,0.87
29568,0.13,0.9
29569,0.14,0.51
29570,0.08,0.09
29571,0.22,0.66
29572,0.79,0.91
29573,0.58,0.71
29574,0.5,0.37
29575,0.1,0.09
29576,0.21,0.42
29577,0.65,0.89
29578,0.12,0.41
29579,0.11,0.22
29580,0.02,0.05
29581,0.85,0.86
29582,0.32,0.79
29584,0.1,0.56
29585,0.22,0.22
29586,0.68,0.8
29587,0.09,0.41
29588,0.06,0.25
29589,0.07,0.96
29590,0.11,0.64
29591,0.1,0.65
29592,0.23,0.71
29593,0.19,0.66
29594,0.08,0.67
29595,0.42,0.92
29596,0.14,0.36
29597,0.11,0.66
29598,0.02,0.19
29599,0.07,0.41
29600,0.08,0.05
29601,0.56,0.72
29602,0.2,0.65
29603,0.24,0.63
29604,0.04,0.11
29605,0.12,0.04
29606,0.1,0.27
29607,0.04,0.1
29608,0.17,0.38
29609,0.07,0.17
29610,0.06,0.08
29611,0.03,0.06
29612,0.04,0.1
29613,0.75,0.71
29614,0.03,0.21
29615,0.42,0.67
29616,0.1,0.52
29617,0.49,0.84
29618,0.07,0.28
29619,0.34,0.52
29620,0.62,0.91
29621,0.14,0.68
29622,0.08,0.22
